nbhd_code,Cities_urbanLST_count
vancouver_073,1
vancouver_077,2
vancouver_068,1
vancouver_078,2
vancouver_066,2
vancouver_049,1
vancouver_022,2
vancouver_023,0
vancouver_029,1
vancouver_104,0
vancouver_024,0
vancouver_015,1
vancouver_014,0
vancouver_012,0
vancouver_013,0
vancouver_011,0
vancouver_018,0
vancouver_017,0
vancouver_019,0
vancouver_016,0
vancouver_020,0
vancouver_021,0
vancouver_050,1
vancouver_051,0
vancouver_052,0
vancouver_055,0
vancouver_054,2
vancouver_059,2
vancouver_056,4
vancouver_058,1
vancouver_086,2
vancouver_057,2
vancouver_085,1
vancouver_084,2
vancouver_088,1
vancouver_087,2
vancouver_114,3
vancouver_113,6
vancouver_116,5
vancouver_115,2
vancouver_112,3
vancouver_082,0
vancouver_083,2
vancouver_067,2
vancouver_111,3
vancouver_091,2
vancouver_089,2
vancouver_081,2
vancouver_092,1
vancouver_060,2
vancouver_053,1
vancouver_061,1
vancouver_063,0
vancouver_062,2
vancouver_064,1
vancouver_048,3
vancouver_097,0
vancouver_027,0
vancouver_026,1
vancouver_025,0
vancouver_065,1
vancouver_079,1
vancouver_080,2
vancouver_076,1
vancouver_075,1
vancouver_074,1
vancouver_093,0
vancouver_107,2
vancouver_108,3
vancouver_031,1
vancouver_103,1
vancouver_094,0
vancouver_096,2
vancouver_101,2
vancouver_032,1
vancouver_003,4
vancouver_002,3
vancouver_004,1
vancouver_105,1
vancouver_005,0
vancouver_007,2
vancouver_006,0
vancouver_109,3
vancouver_009,3
vancouver_008,2
vancouver_117,2
vancouver_110,3
vancouver_118,1
vancouver_010,3
vancouver_001,2
vancouver_102,1
vancouver_100,1
vancouver_028,0
vancouver_098,1
vancouver_099,2
vancouver_095,2
vancouver_072,2
vancouver_070,2
vancouver_069,2
tokyo_011,63
tokyo_009,28
tokyo_008,42
tokyo_023,59
tokyo_022,42
tokyo_021,65
tokyo_007,17
tokyo_002,11
tokyo_006,13
tokyo_003,24
tokyo_010,18
tokyo_013,19
tokyo_001,12
tokyo_005,15
tokyo_004,25
tokyo_016,14
tokyo_014,20
tokyo_017,25
tokyo_018,13
tokyo_019,39
tokyo_020,61
tokyo_015,40
tokyo_012,73
melbourne_83,7
melbourne_84,1
melbourne_85,4
melbourne_81,7
melbourne_82,9
melbourne_56,9
melbourne_54,20
melbourne_57,6
melbourne_53,9
melbourne_58,11
melbourne_61,8
melbourne_60,9
melbourne_63,6
melbourne_59,5
melbourne_42,3
melbourne_46,9
melbourne_62,6
melbourne_45,7
melbourne_64,5
melbourne_43,9
melbourne_44,9
melbourne_51,7
melbourne_49,15
melbourne_50,5
melbourne_48,5
melbourne_93,8
melbourne_92,7
melbourne_31,3
melbourne_34,6
melbourne_47,7
melbourne_40,8
melbourne_35,2
melbourne_33,2
melbourne_15,3
melbourne_22,6
melbourne_21,2
melbourne_24,7
melbourne_28,2
melbourne_18,2
melbourne_38,2
melbourne_13,3
melbourne_20,6
melbourne_37,2
melbourne_41,4
melbourne_39,3
melbourne_36,2
melbourne_1,5
melbourne_2,4
melbourne_7,7
melbourne_6,4
melbourne_8,7
melbourne_4,9
melbourne_52,10
melbourne_55,8
melbourne_5,2
melbourne_10,10
melbourne_12,7
melbourne_9,4
melbourne_3,5
melbourne_11,2
melbourne_17,2
melbourne_16,2
melbourne_23,7
melbourne_19,4
melbourne_14,3
melbourne_27,9
melbourne_26,4
melbourne_29,3
melbourne_32,4
melbourne_30,2
melbourne_73,10
melbourne_75,4
melbourne_25,2
melbourne_66,5
melbourne_74,5
melbourne_67,7
melbourne_78,4
melbourne_71,8
melbourne_80,5
melbourne_89,16
melbourne_72,6
melbourne_77,4
melbourne_76,2
melbourne_79,6
melbourne_86,11
melbourne_68,6
melbourne_65,5
melbourne_88,6
melbourne_91,9
melbourne_90,5
melbourne_87,3
melbourne_70,4
melbourne_69,4
losangeles_001,131
losangeles_002,92
losangeles_006,32
losangeles_007,91
losangeles_005,43
losangeles_003,120
losangeles_004,34
losangeles_009,150
losangeles_008,81
losangeles_022,87
losangeles_020,34
losangeles_019,42
losangeles_018,18
losangeles_011,34
losangeles_13,9
losangeles_012,36
losangeles_010,51
losangeles_014,35
losangeles_015,58
losangeles_016,48
losangeles_017,17
losangeles_021,31
mexico_014,340
mexico_005,73
mexico_001,103
mexico_010,67
mexico_004,57
mexico_016,118
mexico_009,122
mexico_013,92
mexico_012,316
mexico_007,95
mexico_002,34
mexico_011,49
mexico_006,36
mexico_015,36
mexico_008,24
mexico_003,28
chicago_30,16
chicago_59,12
chicago_73,10
chicago_61,16
chicago_45,13
chicago_46,10
chicago_67,11
chicago_9,12
chicago_3,15
chicago_4,11
chicago_14,12
chicago_12,2
chicago_58,8
chicago_13,4
chicago_63,42
chicago_20,10
chicago_62,13
chicago_65,10
chicago_76,8
chicago_6,4
chicago_29,11
chicago_33,3
chicago_68,5
chicago_36,5
chicago_28,9
chicago_47,10
chicago_41,6
chicago_48,8
chicago_17,5
chicago_55,2
chicago_2,4
chicago_10,6
chicago_50,16
chicago_25,3
chicago_43,3
chicago_42,11
chicago_49,19
chicago_75,16
chicago_19,6
chicago_32,13
chicago_52,12
chicago_64,16
chicago_11,8
chicago_26,8
chicago_15,16
chicago_70,8
chicago_23,14
chicago_72,11
chicago_16,11
chicago_27,15
chicago_69,4
chicago_1,7
chicago_71,4
chicago_5,30
chicago_56,47
chicago_22,3
chicago_54,13
chicago_24,13
chicago_35,7
chicago_18,13
chicago_44,4
chicago_8,18
chicago_57,12
chicago_84,9
chicago_34,12
chicago_53,7
chicago_31,2
chicago_7,5
chicago_40,13
chicago_39,8
chicago_74,14
chicago_60,7
chicago_21,5
chicago_66,11
chicago_51,6
chicago_37,10
chicago_38,10
detroit_047,2
detroit_046,0
detroit_249,6
detroit_059,3
detroit_045,0
detroit_044,2
detroit_234,3
detroit_048,2
detroit_042,1
detroit_040,2
detroit_049,3
detroit_175,2
detroit_222,1
detroit_177,3
detroit_176,3
detroit_153,2
detroit_174,1
detroit_251,2
detroit_173,2
detroit_160,2
detroit_161,3
detroit_233,1
detroit_206,2
detroit_162,1
detroit_158,1
detroit_164,0
detroit_165,2
detroit_166,2
detroit_258,2
detroit_167,1
detroit_169,1
detroit_171,2
detroit_172,2
detroit_170,1
detroit_242,1
detroit_039,2
detroit_168,1
detroit_178,2
detroit_038,1
detroit_037,1
detroit_179,2
detroit_180,1
detroit_033,2
detroit_032,1
detroit_036,1
detroit_043,2
detroit_041,3
detroit_035,0
detroit_060,1
detroit_064,2
detroit_063,2
detroit_061,1
detroit_154,1
detroit_058,1
detroit_062,2
detroit_257,2
detroit_052,3
detroit_053,3
detroit_057,0
detroit_054,0
detroit_051,3
detroit_050,2
detroit_034,0
detroit_275,3
detroit_290,2
detroit_294,0
detroit_276,1
detroit_232,1
detroit_273,2
detroit_256,2
detroit_277,0
detroit_246,1
detroit_224,2
detroit_270,0
detroit_274,2
detroit_289,2
detroit_269,2
detroit_283,2
detroit_288,2
detroit_284,1
detroit_285,1
detroit_287,2
detroit_291,2
detroit_293,2
detroit_292,2
detroit_163,3
detroit_286,2
detroit_279,1
detroit_156,2
detroit_157,0
detroit_278,2
detroit_280,2
detroit_155,1
detroit_115,1
detroit_297,4
detroit_114,2
detroit_116,3
detroit_281,2
detroit_282,1
detroit_250,0
detroit_238,1
detroit_124,1
detroit_118,1
detroit_123,1
detroit_184,1
detroit_197,1
detroit_271,2
detroit_272,1
detroit_239,0
detroit_152,1
detroit_196,1
detroit_194,1
detroit_119,2
detroit_027,2
detroit_195,0
detroit_098,2
detroit_099,1
detroit_193,1
detroit_014,2
detroit_122,0
detroit_120,1
detroit_121,2
detroit_231,1
detroit_185,1
detroit_189,0
detroit_191,2
detroit_188,1
detroit_192,1
detroit_100,1
detroit_144,1
detroit_095,1
detroit_148,3
detroit_031,1
detroit_229,2
detroit_066,2
detroit_028,1
detroit_187,1
detroit_254,1
detroit_186,1
detroit_253,1
detroit_142,2
detroit_030,4
detroit_259,1
detroit_105,2
detroit_107,2
detroit_092,2
detroit_109,2
detroit_108,2
detroit_016,2
detroit_237,1
detroit_093,0
detroit_009,2
detroit_094,2
detroit_262,3
detroit_106,1
detroit_295,2
detroit_296,1
detroit_159,2
detroit_263,2
detroit_083,0
detroit_084,2
detroit_081,1
detroit_080,1
detroit_068,0
detroit_247,2
detroit_079,4
detroit_071,1
detroit_070,3
detroit_004,1
detroit_082,1
detroit_078,5
detroit_006,8
detroit_085,4
detroit_086,3
detroit_007,2
detroit_087,1
detroit_091,3
detroit_088,0
detroit_089,1
detroit_090,0
detroit_110,2
detroit_111,0
detroit_140,3
detroit_141,2
detroit_205,1
detroit_026,1
detroit_213,1
detroit_214,1
detroit_228,0
detroit_227,2
detroit_240,1
detroit_012,1
detroit_001,1
detroit_204,2
detroit_002,3
detroit_202,3
detroit_200,1
detroit_212,1
detroit_210,1
detroit_211,2
detroit_024,1
detroit_236,1
detroit_008,2
detroit_010,2
detroit_011,1
detroit_221,1
detroit_198,1
detroit_260,1
detroit_203,2
detroit_199,1
detroit_065,1
detroit_025,2
detroit_245,1
detroit_020,2
detroit_241,1
detroit_029,8
detroit_023,3
detroit_021,1
detroit_022,1
detroit_019,1
detroit_268,2
detroit_209,2
detroit_018,2
detroit_005,3
detroit_077,1
detroit_076,1
detroit_072,2
detroit_075,1
detroit_015,2
detroit_143,1
detroit_074,2
detroit_243,0
detroit_073,0
detroit_136,3
detroit_137,1
detroit_138,2
detroit_183,1
detroit_255,2
detroit_244,1
detroit_017,3
detroit_219,1
detroit_264,2
detroit_267,1
detroit_003,5
detroit_266,5
detroit_265,1
detroit_261,0
detroit_220,2
detroit_139,2
detroit_182,2
detroit_151,1
detroit_181,2
detroit_133,1
detroit_126,3
detroit_129,2
detroit_134,2
detroit_135,0
detroit_128,2
detroit_127,2
detroit_132,1
detroit_131,2
detroit_069,1
detroit_130,1
detroit_067,0
detroit_201,1
detroit_216,2
detroit_215,1
detroit_217,3
detroit_226,2
detroit_218,3
detroit_013,5
detroit_097,1
detroit_096,4
detroit_125,4
detroit_223,1
detroit_150,1
detroit_235,1
detroit_252,1
detroit_146,1
detroit_145,3
detroit_225,1
detroit_248,0
detroit_102,2
detroit_103,2
detroit_207,2
detroit_147,2
detroit_149,2
detroit_230,2
detroit_104,2
detroit_112,1
detroit_113,1
detroit_117,1
detroit_190,1
detroit_101,3
detroit_055,3
detroit_208,3
detroit_056,2
atlanta_120,39
atlanta_018,16
atlanta_001,1
atlanta_013,2
atlanta_105,9
atlanta_108,8
atlanta_008,4
atlanta_077,0
atlanta_083,1
atlanta_089,7
atlanta_084,6
atlanta_020,1
atlanta_081,1
atlanta_082,2
atlanta_038,1
atlanta_037,2
atlanta_055,3
atlanta_025,4
atlanta_104,2
atlanta_118,5
atlanta_026,6
atlanta_024,0
atlanta_101,1
atlanta_069,1
atlanta_126,5
atlanta_064,3
atlanta_027,4
atlanta_074,4
atlanta_070,3
atlanta_125,2
atlanta_014,5
atlanta_028,3
atlanta_045,9
atlanta_079,1
atlanta_068,1
atlanta_065,0
atlanta_114,3
atlanta_050,2
atlanta_066,2
atlanta_109,2
atlanta_106,1
atlanta_067,2
atlanta_075,2
atlanta_049,2
atlanta_012,1
atlanta_052,1
atlanta_041,1
atlanta_048,2
atlanta_034,3
atlanta_060,1
atlanta_103,1
atlanta_035,2
atlanta_112,0
atlanta_040,0
atlanta_097,0
atlanta_029,1
atlanta_005,3
atlanta_036,0
atlanta_039,1
atlanta_053,1
atlanta_051,1
atlanta_056,3
atlanta_063,2
atlanta_054,1
atlanta_078,0
atlanta_094,0
atlanta_116,1
atlanta_095,2
atlanta_091,3
atlanta_092,1
atlanta_093,2
atlanta_122,3
atlanta_121,2
atlanta_090,4
atlanta_073,4
atlanta_123,2
atlanta_009,1
atlanta_107,0
atlanta_007,1
atlanta_006,2
atlanta_110,2
atlanta_129,10
atlanta_010,0
atlanta_085,4
atlanta_096,0
atlanta_135,1
atlanta_115,2
atlanta_086,3
atlanta_030,0
atlanta_061,6
atlanta_087,8
atlanta_072,11
atlanta_117,3
atlanta_019,6
atlanta_004,7
atlanta_111,4
atlanta_011,1
atlanta_102,14
atlanta_100,13
atlanta_119,9
atlanta_130,3
atlanta_002,1
atlanta_003,1
atlanta_127,4
atlanta_128,0
atlanta_133,2
atlanta_132,2
atlanta_131,3
atlanta_099,5
atlanta_124,3
atlanta_088,4
atlanta_021,1
atlanta_022,2
atlanta_080,1
atlanta_023,3
atlanta_098,5
atlanta_134,4
atlanta_113,5
atlanta_032,21
atlanta_057,9
atlanta_062,7
atlanta_071,5
atlanta_058,2
atlanta_059,3
atlanta_047,5
atlanta_042,3
atlanta_033,5
atlanta_043,2
atlanta_044,11
atlanta_031,17
atlanta_017,6
atlanta_015,9
atlanta_046,8
atlanta_076,1
atlanta_016,2
newyork_021,83
newyork_055,24
newyork_032,36
newyork_039,15
newyork_041,10
newyork_040,9
newyork_038,8
newyork_037,12
newyork_036,9
newyork_035,10
newyork_022,62
newyork_023,41
newyork_020,0
newyork_017,0
newyork_016,6
newyork_015,1
newyork_014,7
newyork_042,16
newyork_050,15
newyork_018,0
newyork_024,10
newyork_025,9
newyork_019,0
newyork_027,7
newyork_028,14
newyork_029,8
newyork_034,5
newyork_033,11
newyork_026,9
newyork_030,10
newyork_051,27
newyork_031,19
newyork_054,20
newyork_052,15
newyork_049,10
newyork_048,12
newyork_043,13
newyork_044,33
newyork_045,31
newyork_047,24
newyork_053,32
newyork_046,70
newyork_003,26
newyork_009,14
newyork_004,13
newyork_002,24
newyork_001,12
newyork_006,6
newyork_005,16
newyork_007,4
newyork_011,6
newyork_008,7
newyork_013,5
newyork_010,12
newyork_012,4
boston_151,0
boston_153,2
boston_47,1
boston_46,1
boston_51,9
boston_95,1
boston_48,1
boston_91,0
boston_168,1
boston_165,0
boston_169,0
boston_167,0
boston_166,0
boston_171,1
boston_90,0
boston_170,0
boston_157,1
boston_174,1
boston_50,2
boston_154,1
boston_121,0
boston_49,0
boston_58,0
boston_59,0
boston_127,0
boston_96,0
boston_126,1
boston_130,0
boston_97,1
boston_67,0
boston_60,1
boston_131,0
boston_129,0
boston_68,0
boston_3,0
boston_172,1
boston_173,0
boston_12,1
boston_64,1
boston_134,3
boston_18,1
boston_115,0
boston_114,1
boston_99,1
boston_98,1
boston_17,0
boston_101,1
boston_113,1
boston_57,0
boston_9,1
boston_100,0
boston_32,4
boston_31,2
boston_37,2
boston_119,3
boston_69,1
boston_103,0
boston_15,1
boston_161,1
boston_16,2
boston_52,1
boston_40,1
boston_14,1
boston_116,4
boston_53,1
boston_42,0
boston_13,3
boston_135,0
boston_36,2
boston_34,0
boston_33,0
boston_72,0
boston_71,1
boston_35,0
boston_180,2
boston_179,0
boston_132,1
boston_73,0
boston_74,1
boston_63,1
boston_65,0
boston_8,0
boston_10,1
boston_11,1
boston_5,0
boston_158,1
boston_56,0
boston_7,0
boston_6,1
boston_55,0
boston_62,0
boston_61,0
boston_4,1
boston_109,0
boston_112,1
boston_110,0
boston_2,1
boston_1,0
boston_108,1
boston_111,1
boston_80,0
boston_79,0
boston_76,0
boston_75,1
boston_133,0
boston_77,1
boston_177,1
boston_178,0
boston_175,1
boston_78,0
boston_176,1
boston_148,2
boston_144,1
boston_145,0
boston_136,0
boston_122,3
boston_143,1
boston_140,0
boston_139,1
boston_141,1
boston_142,1
boston_137,0
boston_150,2
boston_107,0
boston_66,1
boston_124,0
boston_123,0
boston_125,0
boston_128,0
boston_120,1
boston_92,0
boston_155,0
boston_149,0
boston_156,0
boston_152,0
boston_106,1
boston_105,1
boston_104,3
boston_25,1
boston_24,2
boston_27,1
boston_45,1
boston_26,1
boston_84,1
boston_83,0
boston_85,1
boston_86,0
boston_88,0
boston_89,1
boston_138,0
boston_87,1
boston_146,0
boston_147,1
boston_162,1
boston_82,1
boston_163,0
boston_164,0
boston_81,2
boston_28,1
boston_70,0
boston_43,1
boston_41,2
boston_44,1
boston_21,2
boston_22,2
boston_23,4
boston_118,3
boston_20,2
boston_117,1
boston_19,3
boston_160,1
boston_159,1
boston_54,0
boston_38,1
boston_39,1
boston_30,1
boston_93,2
boston_102,1
boston_94,3
boston_29,4
lima_001,326
lima_024,27
lima_027,132
lima_026,128
lima_019,187
lima_023,192
lima_008,235
lima_029,55
lima_038,9
lima_007,36
lima_040,37
lima_003,2
lima_022,8
lima_033,22
lima_043,70
lima_042,37
lima_013,48
lima_002,87
lima_018,249
lima_006,44
lima_010,13
lima_037,11
lima_032,147
lima_015,19
lima_034,4
lima_014,10
lima_030,11
lima_031,8
lima_041,5
lima_020,4
lima_012,5
lima_016,3
lima_028,12
lima_004,4
lima_021,6
lima_036,8
lima_035,40
lima_017,18
lima_009,52
lima_011,16
lima_005,364
lima_025,50
lima_039,18
saopaulo_052,229
saopaulo_056,164
saopaulo_030,93
saopaulo_069,17
saopaulo_059,19
saopaulo_027,12
saopaulo_037,16
saopaulo_022,13
saopaulo_016,15
saopaulo_023,31
saopaulo_042,40
saopaulo_045,25
saopaulo_081,11
saopaulo_072,16
saopaulo_015,10
saopaulo_034,11
saopaulo_053,10
saopaulo_055,13
saopaulo_085,12
saopaulo_017,14
saopaulo_019,16
saopaulo_096,10
saopaulo_066,14
saopaulo_068,12
saopaulo_012,14
saopaulo_040,6
saopaulo_002,9
saopaulo_090,7
saopaulo_048,10
saopaulo_063,10
saopaulo_044,7
saopaulo_026,4
saopaulo_061,6
saopaulo_006,7
saopaulo_070,4
saopaulo_009,5
saopaulo_021,9
saopaulo_071,13
saopaulo_067,3
saopaulo_007,3
saopaulo_080,3
saopaulo_057,2
saopaulo_088,9
saopaulo_094,9
saopaulo_091,13
saopaulo_008,7
saopaulo_010,3
saopaulo_014,5
saopaulo_049,5
saopaulo_054,8
saopaulo_033,12
saopaulo_092,9
saopaulo_079,11
saopaulo_095,9
saopaulo_001,7
saopaulo_087,9
saopaulo_074,13
saopaulo_078,14
saopaulo_004,7
saopaulo_020,9
saopaulo_093,11
saopaulo_024,11
saopaulo_060,11
saopaulo_065,6
saopaulo_018,17
saopaulo_082,8
saopaulo_038,6
saopaulo_028,10
saopaulo_005,8
saopaulo_089,12
saopaulo_036,14
saopaulo_076,8
saopaulo_043,9
saopaulo_035,14
saopaulo_086,11
saopaulo_047,12
saopaulo_046,15
saopaulo_031,10
saopaulo_025,16
saopaulo_032,23
saopaulo_058,18
saopaulo_075,16
saopaulo_077,14
saopaulo_003,35
saopaulo_062,25
saopaulo_013,16
saopaulo_011,24
saopaulo_051,14
saopaulo_083,62
saopaulo_084,11
saopaulo_029,10
saopaulo_050,7
saopaulo_064,17
saopaulo_039,4
saopaulo_073,11
saopaulo_041,34
